Date,Day of Week,Dish Name,Hour,Quantity
2024-12-27,Friday,Spaghetti Bolognese,4,0
2024-12-27,Friday,Caesar Salad,4,0
2024-12-27,Friday,Margherita Pizza,4,0
2024-12-27,Friday,Chicken Curry,4,0
2024-12-27,Friday,Grilled Salmon,4,0
2024-12-27,Friday,Beef Burger,4,0
2024-12-27,Friday,Vegan Wrap,4,0
2024-12-27,Friday,Eggplant Parmesan,4,0
2024-12-27,Friday,Pasta Primavera,4,0
2024-12-27,Friday,Chicken Alfredo,4,0
2024-12-27,Friday,Spaghetti Bolognese,5,0
2024-12-27,Friday,Caesar Salad,5,0
2024-12-27,Friday,Margherita Pizza,5,0
2024-12-27,Friday,Chicken Curry,5,0
2024-12-27,Friday,Grilled Salmon,5,0
2024-12-27,Friday,Beef Burger,5,0
2024-12-27,Friday,Vegan Wrap,5,0
2024-12-27,Friday,Eggplant Parmesan,5,0
2024-12-27,Friday,Pasta Primavera,5,0
2024-12-27,Friday,Chicken Alfredo,5,0
2024-12-27,Friday,Spaghetti Bolognese,6,0
2024-12-27,Friday,Caesar Salad,6,0
2024-12-27,Friday,Margherita Pizza,6,0
2024-12-27,Friday,Chicken Curry,6,0
2024-12-27,Friday,Grilled Salmon,6,0
2024-12-27,Friday,Beef Burger,6,0
2024-12-27,Friday,Vegan Wrap,6,0
2024-12-27,Friday,Eggplant Parmesan,6,0
2024-12-27,Friday,Pasta Primavera,6,0
2024-12-27,Friday,Chicken Alfredo,6,0
2024-12-27,Friday,Spaghetti Bolognese,7,0
2024-12-27,Friday,Caesar Salad,7,0
2024-12-27,Friday,Margherita Pizza,7,0
2024-12-27,Friday,Chicken Curry,7,0
2024-12-27,Friday,Grilled Salmon,7,0
2024-12-27,Friday,Beef Burger,7,0
2024-12-27,Friday,Vegan Wrap,7,0
2024-12-27,Friday,Eggplant Parmesan,7,0
2024-12-27,Friday,Pasta Primavera,7,0
2024-12-27,Friday,Chicken Alfredo,7,0
2024-12-27,Friday,Spaghetti Bolognese,8,0
2024-12-27,Friday,Caesar Salad,8,0
2024-12-27,Friday,Margherita Pizza,8,0
2024-12-27,Friday,Chicken Curry,8,0
2024-12-27,Friday,Grilled Salmon,8,0
2024-12-27,Friday,Beef Burger,8,0
2024-12-27,Friday,Vegan Wrap,8,0
2024-12-27,Friday,Eggplant Parmesan,8,0
2024-12-27,Friday,Pasta Primavera,8,0
2024-12-27,Friday,Chicken Alfredo,8,0
2024-12-27,Friday,Spaghetti Bolognese,9,5
2024-12-27,Friday,Caesar Salad,9,1
2024-12-27,Friday,Margherita Pizza,9,1
2024-12-27,Friday,Chicken Curry,9,5
2024-12-27,Friday,Grilled Salmon,9,7
2024-12-27,Friday,Beef Burger,9,4
2024-12-27,Friday,Vegan Wrap,9,6
2024-12-27,Friday,Eggplant Parmesan,9,3
2024-12-27,Friday,Pasta Primavera,9,1
2024-12-27,Friday,Chicken Alfredo,9,3
2024-12-27,Friday,Spaghetti Bolognese,10,6
2024-12-27,Friday,Caesar Salad,10,1
2024-12-27,Friday,Margherita Pizza,10,3
2024-12-27,Friday,Chicken Curry,10,2
2024-12-27,Friday,Grilled Salmon,10,6
2024-12-27,Friday,Beef Burger,10,5
2024-12-27,Friday,Vegan Wrap,10,8
2024-12-27,Friday,Eggplant Parmesan,10,5
2024-12-27,Friday,Pasta Primavera,10,2
2024-12-27,Friday,Chicken Alfredo,10,2
2024-12-27,Friday,Spaghetti Bolognese,11,11
2024-12-27,Friday,Caesar Salad,11,11
2024-12-27,Friday,Margherita Pizza,11,14
2024-12-27,Friday,Chicken Curry,11,18
2024-12-27,Friday,Grilled Salmon,11,11
2024-12-27,Friday,Beef Burger,11,6
2024-12-27,Friday,Vegan Wrap,11,16
2024-12-27,Friday,Eggplant Parmesan,11,7
2024-12-27,Friday,Pasta Primavera,11,11
2024-12-27,Friday,Chicken Alfredo,11,15
2024-12-27,Friday,Spaghetti Bolognese,12,14
2024-12-27,Friday,Caesar Salad,12,12
2024-12-27,Friday,Margherita Pizza,12,6
2024-12-27,Friday,Chicken Curry,12,11
2024-12-27,Friday,Grilled Salmon,12,18
2024-12-27,Friday,Beef Burger,12,14
2024-12-27,Friday,Vegan Wrap,12,8
2024-12-27,Friday,Eggplant Parmesan,12,12
2024-12-27,Friday,Pasta Primavera,12,11
2024-12-27,Friday,Chicken Alfredo,12,7
2024-12-27,Friday,Spaghetti Bolognese,13,14
2024-12-27,Friday,Caesar Salad,13,5
2024-12-27,Friday,Margherita Pizza,13,11
2024-12-27,Friday,Chicken Curry,13,15
2024-12-27,Friday,Grilled Salmon,13,18
2024-12-27,Friday,Beef Burger,13,17
2024-12-27,Friday,Vegan Wrap,13,12
2024-12-27,Friday,Eggplant Parmesan,13,18
2024-12-27,Friday,Pasta Primavera,13,10
2024-12-27,Friday,Chicken Alfredo,13,12
2024-12-27,Friday,Spaghetti Bolognese,14,2
2024-12-27,Friday,Caesar Salad,14,2
2024-12-27,Friday,Margherita Pizza,14,7
2024-12-27,Friday,Chicken Curry,14,8
2024-12-27,Friday,Grilled Salmon,14,4
2024-12-27,Friday,Beef Burger,14,2
2024-12-27,Friday,Vegan Wrap,14,1
2024-12-27,Friday,Eggplant Parmesan,14,5
2024-12-27,Friday,Pasta Primavera,14,6
2024-12-27,Friday,Chicken Alfredo,14,3
2024-12-27,Friday,Spaghetti Bolognese,15,3
2024-12-27,Friday,Caesar Salad,15,7
2024-12-27,Friday,Margherita Pizza,15,3
2024-12-27,Friday,Chicken Curry,15,2
2024-12-27,Friday,Grilled Salmon,15,3
2024-12-27,Friday,Beef Burger,15,5
2024-12-27,Friday,Vegan Wrap,15,8
2024-12-27,Friday,Eggplant Parmesan,15,3
2024-12-27,Friday,Pasta Primavera,15,2
2024-12-27,Friday,Chicken Alfredo,15,7
2024-12-27,Friday,Spaghetti Bolognese,16,6
2024-12-27,Friday,Caesar Salad,16,8
2024-12-27,Friday,Margherita Pizza,16,5
2024-12-27,Friday,Chicken Curry,16,8
2024-12-27,Friday,Grilled Salmon,16,7
2024-12-27,Friday,Beef Burger,16,1
2024-12-27,Friday,Vegan Wrap,16,7
2024-12-27,Friday,Eggplant Parmesan,16,6
2024-12-27,Friday,Pasta Primavera,16,7
2024-12-27,Friday,Chicken Alfredo,16,4
2024-12-27,Friday,Spaghetti Bolognese,17,2
2024-12-27,Friday,Caesar Salad,17,8
2024-12-27,Friday,Margherita Pizza,17,6
2024-12-27,Friday,Chicken Curry,17,4
2024-12-27,Friday,Grilled Salmon,17,3
2024-12-27,Friday,Beef Burger,17,4
2024-12-27,Friday,Vegan Wrap,17,3
2024-12-27,Friday,Eggplant Parmesan,17,6
2024-12-27,Friday,Pasta Primavera,17,4
2024-12-27,Friday,Chicken Alfredo,17,8
2024-12-27,Friday,Spaghetti Bolognese,18,11
2024-12-27,Friday,Caesar Salad,18,21
2024-12-27,Friday,Margherita Pizza,18,23
2024-12-27,Friday,Chicken Curry,18,24
2024-12-27,Friday,Grilled Salmon,18,24
2024-12-27,Friday,Beef Burger,18,18
2024-12-27,Friday,Vegan Wrap,18,15
2024-12-27,Friday,Eggplant Parmesan,18,8
2024-12-27,Friday,Pasta Primavera,18,8
2024-12-27,Friday,Chicken Alfredo,18,17
2024-12-27,Friday,Spaghetti Bolognese,19,8
2024-12-27,Friday,Caesar Salad,19,15
2024-12-27,Friday,Margherita Pizza,19,23
2024-12-27,Friday,Chicken Curry,19,16
2024-12-27,Friday,Grilled Salmon,19,14
2024-12-27,Friday,Beef Burger,19,24
2024-12-27,Friday,Vegan Wrap,19,18
2024-12-27,Friday,Eggplant Parmesan,19,8
2024-12-27,Friday,Pasta Primavera,19,12
2024-12-27,Friday,Chicken Alfredo,19,11
2024-12-27,Friday,Spaghetti Bolognese,20,20
2024-12-27,Friday,Caesar Salad,20,24
2024-12-27,Friday,Margherita Pizza,20,8
2024-12-27,Friday,Chicken Curry,20,13
2024-12-27,Friday,Grilled Salmon,20,20
2024-12-27,Friday,Beef Burger,20,9
2024-12-27,Friday,Vegan Wrap,20,25
2024-12-27,Friday,Eggplant Parmesan,20,24
2024-12-27,Friday,Pasta Primavera,20,8
2024-12-27,Friday,Chicken Alfredo,20,19
2024-12-27,Friday,Spaghetti Bolognese,21,0
2024-12-27,Friday,Caesar Salad,21,0
2024-12-27,Friday,Margherita Pizza,21,0
2024-12-27,Friday,Chicken Curry,21,0
2024-12-27,Friday,Grilled Salmon,21,0
2024-12-27,Friday,Beef Burger,21,0
2024-12-27,Friday,Vegan Wrap,21,0
2024-12-27,Friday,Eggplant Parmesan,21,0
2024-12-27,Friday,Pasta Primavera,21,0
2024-12-27,Friday,Chicken Alfredo,21,0
2024-12-27,Friday,Spaghetti Bolognese,22,0
2024-12-27,Friday,Caesar Salad,22,0
2024-12-27,Friday,Margherita Pizza,22,0
2024-12-27,Friday,Chicken Curry,22,0
2024-12-27,Friday,Grilled Salmon,22,0
2024-12-27,Friday,Beef Burger,22,0
2024-12-27,Friday,Vegan Wrap,22,0
2024-12-27,Friday,Eggplant Parmesan,22,0
2024-12-27,Friday,Pasta Primavera,22,0
2024-12-27,Friday,Chicken Alfredo,22,0
2024-12-27,Friday,Spaghetti Bolognese,23,0
2024-12-27,Friday,Caesar Salad,23,0
2024-12-27,Friday,Margherita Pizza,23,0
2024-12-27,Friday,Chicken Curry,23,0
2024-12-27,Friday,Grilled Salmon,23,0
2024-12-27,Friday,Beef Burger,23,0
2024-12-27,Friday,Vegan Wrap,23,0
2024-12-27,Friday,Eggplant Parmesan,23,0
2024-12-27,Friday,Pasta Primavera,23,0
2024-12-27,Friday,Chicken Alfredo,23,0
2024-12-28,Saturday,Spaghetti Bolognese,0,0
2024-12-28,Saturday,Caesar Salad,0,0
2024-12-28,Saturday,Margherita Pizza,0,0
2024-12-28,Saturday,Chicken Curry,0,0
2024-12-28,Saturday,Grilled Salmon,0,0
2024-12-28,Saturday,Beef Burger,0,0
2024-12-28,Saturday,Vegan Wrap,0,0
2024-12-28,Saturday,Eggplant Parmesan,0,0
2024-12-28,Saturday,Pasta Primavera,0,0
2024-12-28,Saturday,Chicken Alfredo,0,0
2024-12-28,Saturday,Spaghetti Bolognese,1,0
2024-12-28,Saturday,Caesar Salad,1,0
2024-12-28,Saturday,Margherita Pizza,1,0
2024-12-28,Saturday,Chicken Curry,1,0
2024-12-28,Saturday,Grilled Salmon,1,0
2024-12-28,Saturday,Beef Burger,1,0
2024-12-28,Saturday,Vegan Wrap,1,0
2024-12-28,Saturday,Eggplant Parmesan,1,0
2024-12-28,Saturday,Pasta Primavera,1,0
2024-12-28,Saturday,Chicken Alfredo,1,0
2024-12-28,Saturday,Spaghetti Bolognese,2,0
2024-12-28,Saturday,Caesar Salad,2,0
2024-12-28,Saturday,Margherita Pizza,2,0
2024-12-28,Saturday,Chicken Curry,2,0
2024-12-28,Saturday,Grilled Salmon,2,0
2024-12-28,Saturday,Beef Burger,2,0
2024-12-28,Saturday,Vegan Wrap,2,0
2024-12-28,Saturday,Eggplant Parmesan,2,0
2024-12-28,Saturday,Pasta Primavera,2,0
2024-12-28,Saturday,Chicken Alfredo,2,0
2024-12-28,Saturday,Spaghetti Bolognese,3,0
2024-12-28,Saturday,Caesar Salad,3,0
2024-12-28,Saturday,Margherita Pizza,3,0
2024-12-28,Saturday,Chicken Curry,3,0
2024-12-28,Saturday,Grilled Salmon,3,0
2024-12-28,Saturday,Beef Burger,3,0
2024-12-28,Saturday,Vegan Wrap,3,0
2024-12-28,Saturday,Eggplant Parmesan,3,0
2024-12-28,Saturday,Pasta Primavera,3,0
2024-12-28,Saturday,Chicken Alfredo,3,0
2024-12-28,Saturday,Spaghetti Bolognese,4,0
2024-12-28,Saturday,Caesar Salad,4,0
2024-12-28,Saturday,Margherita Pizza,4,0
2024-12-28,Saturday,Chicken Curry,4,0
2024-12-28,Saturday,Grilled Salmon,4,0
2024-12-28,Saturday,Beef Burger,4,0
2024-12-28,Saturday,Vegan Wrap,4,0
2024-12-28,Saturday,Eggplant Parmesan,4,0
2024-12-28,Saturday,Pasta Primavera,4,0
2024-12-28,Saturday,Chicken Alfredo,4,0
2024-12-28,Saturday,Spaghetti Bolognese,5,0
2024-12-28,Saturday,Caesar Salad,5,0
2024-12-28,Saturday,Margherita Pizza,5,0
2024-12-28,Saturday,Chicken Curry,5,0
2024-12-28,Saturday,Grilled Salmon,5,0
2024-12-28,Saturday,Beef Burger,5,0
2024-12-28,Saturday,Vegan Wrap,5,0
2024-12-28,Saturday,Eggplant Parmesan,5,0
2024-12-28,Saturday,Pasta Primavera,5,0
2024-12-28,Saturday,Chicken Alfredo,5,0
2024-12-28,Saturday,Spaghetti Bolognese,6,0
2024-12-28,Saturday,Caesar Salad,6,0
2024-12-28,Saturday,Margherita Pizza,6,0
2024-12-28,Saturday,Chicken Curry,6,0
2024-12-28,Saturday,Grilled Salmon,6,0
2024-12-28,Saturday,Beef Burger,6,0
2024-12-28,Saturday,Vegan Wrap,6,0
2024-12-28,Saturday,Eggplant Parmesan,6,0
2024-12-28,Saturday,Pasta Primavera,6,0
2024-12-28,Saturday,Chicken Alfredo,6,0
2024-12-28,Saturday,Spaghetti Bolognese,7,0
2024-12-28,Saturday,Caesar Salad,7,0
2024-12-28,Saturday,Margherita Pizza,7,0
2024-12-28,Saturday,Chicken Curry,7,0
2024-12-28,Saturday,Grilled Salmon,7,0
2024-12-28,Saturday,Beef Burger,7,0
2024-12-28,Saturday,Vegan Wrap,7,0
2024-12-28,Saturday,Eggplant Parmesan,7,0
2024-12-28,Saturday,Pasta Primavera,7,0
2024-12-28,Saturday,Chicken Alfredo,7,0
2024-12-28,Saturday,Spaghetti Bolognese,8,0
2024-12-28,Saturday,Caesar Salad,8,0
2024-12-28,Saturday,Margherita Pizza,8,0
2024-12-28,Saturday,Chicken Curry,8,0
2024-12-28,Saturday,Grilled Salmon,8,0
2024-12-28,Saturday,Beef Burger,8,0
2024-12-28,Saturday,Vegan Wrap,8,0
2024-12-28,Saturday,Eggplant Parmesan,8,0
2024-12-28,Saturday,Pasta Primavera,8,0
2024-12-28,Saturday,Chicken Alfredo,8,0
2024-12-28,Saturday,Spaghetti Bolognese,9,3
2024-12-28,Saturday,Caesar Salad,9,7
2024-12-28,Saturday,Margherita Pizza,9,3
2024-12-28,Saturday,Chicken Curry,9,1
2024-12-28,Saturday,Grilled Salmon,9,1
2024-12-28,Saturday,Beef Burger,9,5
2024-12-28,Saturday,Vegan Wrap,9,8
2024-12-28,Saturday,Eggplant Parmesan,9,7
2024-12-28,Saturday,Pasta Primavera,9,2
2024-12-28,Saturday,Chicken Alfredo,9,1
2024-12-28,Saturday,Spaghetti Bolognese,10,3
2024-12-28,Saturday,Caesar Salad,10,8
2024-12-28,Saturday,Margherita Pizza,10,1
2024-12-28,Saturday,Chicken Curry,10,6
2024-12-28,Saturday,Grilled Salmon,10,3
2024-12-28,Saturday,Beef Burger,10,8
2024-12-28,Saturday,Vegan Wrap,10,5
2024-12-28,Saturday,Eggplant Parmesan,10,4
2024-12-28,Saturday,Pasta Primavera,10,5
2024-12-28,Saturday,Chicken Alfredo,10,3
2024-12-28,Saturday,Spaghetti Bolognese,11,7
2024-12-28,Saturday,Caesar Salad,11,10
2024-12-28,Saturday,Margherita Pizza,11,10
2024-12-28,Saturday,Chicken Curry,11,15
2024-12-28,Saturday,Grilled Salmon,11,18
2024-12-28,Saturday,Beef Burger,11,8
2024-12-28,Saturday,Vegan Wrap,11,13
2024-12-28,Saturday,Eggplant Parmesan,11,9
2024-12-28,Saturday,Pasta Primavera,11,20
2024-12-28,Saturday,Chicken Alfredo,11,18
2024-12-28,Saturday,Spaghetti Bolognese,12,15
2024-12-28,Saturday,Caesar Salad,12,18
2024-12-28,Saturday,Margherita Pizza,12,9
2024-12-28,Saturday,Chicken Curry,12,5
2024-12-28,Saturday,Grilled Salmon,12,20
2024-12-28,Saturday,Beef Burger,12,7
2024-12-28,Saturday,Vegan Wrap,12,12
2024-12-28,Saturday,Eggplant Parmesan,12,19
2024-12-28,Saturday,Pasta Primavera,12,6
2024-12-28,Saturday,Chicken Alfredo,12,9
2024-12-28,Saturday,Spaghetti Bolognese,13,5
2024-12-28,Saturday,Caesar Salad,13,8
2024-12-28,Saturday,Margherita Pizza,13,10
2024-12-28,Saturday,Chicken Curry,13,11
2024-12-28,Saturday,Grilled Salmon,13,6
2024-12-28,Saturday,Beef Burger,13,11
2024-12-28,Saturday,Vegan Wrap,13,19
2024-12-28,Saturday,Eggplant Parmesan,13,17
2024-12-28,Saturday,Pasta Primavera,13,7
2024-12-28,Saturday,Chicken Alfredo,13,16
2024-12-28,Saturday,Spaghetti Bolognese,14,7
2024-12-28,Saturday,Caesar Salad,14,8
2024-12-28,Saturday,Margherita Pizza,14,1
2024-12-28,Saturday,Chicken Curry,14,8
2024-12-28,Saturday,Grilled Salmon,14,5
2024-12-28,Saturday,Beef Burger,14,8
2024-12-28,Saturday,Vegan Wrap,14,1
2024-12-28,Saturday,Eggplant Parmesan,14,7
2024-12-28,Saturday,Pasta Primavera,14,3
2024-12-28,Saturday,Chicken Alfredo,14,2
2024-12-28,Saturday,Spaghetti Bolognese,15,6
2024-12-28,Saturday,Caesar Salad,15,7
2024-12-28,Saturday,Margherita Pizza,15,3
2024-12-28,Saturday,Chicken Curry,15,2
2024-12-28,Saturday,Grilled Salmon,15,5
2024-12-28,Saturday,Beef Burger,15,3
2024-12-28,Saturday,Vegan Wrap,15,4
2024-12-28,Saturday,Eggplant Parmesan,15,8
2024-12-28,Saturday,Pasta Primavera,15,6
2024-12-28,Saturday,Chicken Alfredo,15,6
2024-12-28,Saturday,Spaghetti Bolognese,16,5
2024-12-28,Saturday,Caesar Salad,16,4
2024-12-28,Saturday,Margherita Pizza,16,2
2024-12-28,Saturday,Chicken Curry,16,1
2024-12-28,Saturday,Grilled Salmon,16,3
2024-12-28,Saturday,Beef Burger,16,2
2024-12-28,Saturday,Vegan Wrap,16,8
2024-12-28,Saturday,Eggplant Parmesan,16,5
2024-12-28,Saturday,Pasta Primavera,16,4
2024-12-28,Saturday,Chicken Alfredo,16,2
2024-12-28,Saturday,Spaghetti Bolognese,17,1
2024-12-28,Saturday,Caesar Salad,17,4
2024-12-28,Saturday,Margherita Pizza,17,1
2024-12-28,Saturday,Chicken Curry,17,4
2024-12-28,Saturday,Grilled Salmon,17,4
2024-12-28,Saturday,Beef Burger,17,7
2024-12-28,Saturday,Vegan Wrap,17,1
2024-12-28,Saturday,Eggplant Parmesan,17,4
2024-12-28,Saturday,Pasta Primavera,17,7
2024-12-28,Saturday,Chicken Alfredo,17,1
2024-12-28,Saturday,Spaghetti Bolognese,18,21
2024-12-28,Saturday,Caesar Salad,18,15
2024-12-28,Saturday,Margherita Pizza,18,16
2024-12-28,Saturday,Chicken Curry,18,20
2024-12-28,Saturday,Grilled Salmon,18,12
2024-12-28,Saturday,Beef Burger,18,11
2024-12-28,Saturday,Vegan Wrap,18,11
2024-12-28,Saturday,Eggplant Parmesan,18,12
2024-12-28,Saturday,Pasta Primavera,18,15
2024-12-28,Saturday,Chicken Alfredo,18,10
2024-12-28,Saturday,Spaghetti Bolognese,19,19
2024-12-28,Saturday,Caesar Salad,19,13
2024-12-28,Saturday,Margherita Pizza,19,25
2024-12-28,Saturday,Chicken Curry,19,25
2024-12-28,Saturday,Grilled Salmon,19,23
2024-12-28,Saturday,Beef Burger,19,21
2024-12-28,Saturday,Vegan Wrap,19,25
2024-12-28,Saturday,Eggplant Parmesan,19,8
2024-12-28,Saturday,Pasta Primavera,19,22
2024-12-28,Saturday,Chicken Alfredo,19,13
2024-12-28,Saturday,Spaghetti Bolognese,20,12
2024-12-28,Saturday,Caesar Salad,20,14
2024-12-28,Saturday,Margherita Pizza,20,25
2024-12-28,Saturday,Chicken Curry,20,14
2024-12-28,Saturday,Grilled Salmon,20,24
2024-12-28,Saturday,Beef Burger,20,16
2024-12-28,Saturday,Vegan Wrap,20,17
2024-12-28,Saturday,Eggplant Parmesan,20,23
2024-12-28,Saturday,Pasta Primavera,20,8
2024-12-28,Saturday,Chicken Alfredo,20,21
2024-12-28,Saturday,Spaghetti Bolognese,21,0
2024-12-28,Saturday,Caesar Salad,21,0
2024-12-28,Saturday,Margherita Pizza,21,0
2024-12-28,Saturday,Chicken Curry,21,0
2024-12-28,Saturday,Grilled Salmon,21,0
2024-12-28,Saturday,Beef Burger,21,0
2024-12-28,Saturday,Vegan Wrap,21,0
2024-12-28,Saturday,Eggplant Parmesan,21,0
2024-12-28,Saturday,Pasta Primavera,21,0
2024-12-28,Saturday,Chicken Alfredo,21,0
2024-12-28,Saturday,Spaghetti Bolognese,22,0
2024-12-28,Saturday,Caesar Salad,22,0
2024-12-28,Saturday,Margherita Pizza,22,0
2024-12-28,Saturday,Chicken Curry,22,0
2024-12-28,Saturday,Grilled Salmon,22,0
2024-12-28,Saturday,Beef Burger,22,0
2024-12-28,Saturday,Vegan Wrap,22,0
2024-12-28,Saturday,Eggplant Parmesan,22,0
2024-12-28,Saturday,Pasta Primavera,22,0
2024-12-28,Saturday,Chicken Alfredo,22,0
2024-12-28,Saturday,Spaghetti Bolognese,23,0
2024-12-28,Saturday,Caesar Salad,23,0
2024-12-28,Saturday,Margherita Pizza,23,0
2024-12-28,Saturday,Chicken Curry,23,0
2024-12-28,Saturday,Grilled Salmon,23,0
2024-12-28,Saturday,Beef Burger,23,0
2024-12-28,Saturday,Vegan Wrap,23,0
2024-12-28,Saturday,Eggplant Parmesan,23,0
2024-12-28,Saturday,Pasta Primavera,23,0
2024-12-28,Saturday,Chicken Alfredo,23,0
2024-12-29,Sunday,Spaghetti Bolognese,0,0
2024-12-29,Sunday,Caesar Salad,0,0
2024-12-29,Sunday,Margherita Pizza,0,0
2024-12-29,Sunday,Chicken Curry,0,0
2024-12-29,Sunday,Grilled Salmon,0,0
2024-12-29,Sunday,Beef Burger,0,0
2024-12-29,Sunday,Vegan Wrap,0,0
2024-12-29,Sunday,Eggplant Parmesan,0,0
2024-12-29,Sunday,Pasta Primavera,0,0
2024-12-29,Sunday,Chicken Alfredo,0,0
2024-12-29,Sunday,Spaghetti Bolognese,1,0
2024-12-29,Sunday,Caesar Salad,1,0
2024-12-29,Sunday,Margherita Pizza,1,0
2024-12-29,Sunday,Chicken Curry,1,0
2024-12-29,Sunday,Grilled Salmon,1,0
2024-12-29,Sunday,Beef Burger,1,0
2024-12-29,Sunday,Vegan Wrap,1,0
2024-12-29,Sunday,Eggplant Parmesan,1,0
2024-12-29,Sunday,Pasta Primavera,1,0
2024-12-29,Sunday,Chicken Alfredo,1,0
2024-12-29,Sunday,Spaghetti Bolognese,2,0
2024-12-29,Sunday,Caesar Salad,2,0
2024-12-29,Sunday,Margherita Pizza,2,0
2024-12-29,Sunday,Chicken Curry,2,0
2024-12-29,Sunday,Grilled Salmon,2,0
2024-12-29,Sunday,Beef Burger,2,0
2024-12-29,Sunday,Vegan Wrap,2,0
2024-12-29,Sunday,Eggplant Parmesan,2,0
2024-12-29,Sunday,Pasta Primavera,2,0
2024-12-29,Sunday,Chicken Alfredo,2,0
2024-12-29,Sunday,Spaghetti Bolognese,3,0
2024-12-29,Sunday,Caesar Salad,3,0
2024-12-29,Sunday,Margherita Pizza,3,0
2024-12-29,Sunday,Chicken Curry,3,0
2024-12-29,Sunday,Grilled Salmon,3,0
2024-12-29,Sunday,Beef Burger,3,0
2024-12-29,Sunday,Vegan Wrap,3,0
2024-12-29,Sunday,Eggplant Parmesan,3,0
2024-12-29,Sunday,Pasta Primavera,3,0
2024-12-29,Sunday,Chicken Alfredo,3,0
2024-12-29,Sunday,Spaghetti Bolognese,4,0
2024-12-29,Sunday,Caesar Salad,4,0
2024-12-29,Sunday,Margherita Pizza,4,0
2024-12-29,Sunday,Chicken Curry,4,0
2024-12-29,Sunday,Grilled Salmon,4,0
2024-12-29,Sunday,Beef Burger,4,0
2024-12-29,Sunday,Vegan Wrap,4,0
2024-12-29,Sunday,Eggplant Parmesan,4,0
2024-12-29,Sunday,Pasta Primavera,4,0
2024-12-29,Sunday,Chicken Alfredo,4,0
2024-12-29,Sunday,Spaghetti Bolognese,5,0
2024-12-29,Sunday,Caesar Salad,5,0
2024-12-29,Sunday,Margherita Pizza,5,0
2024-12-29,Sunday,Chicken Curry,5,0
2024-12-29,Sunday,Grilled Salmon,5,0
2024-12-29,Sunday,Beef Burger,5,0
2024-12-29,Sunday,Vegan Wrap,5,0
2024-12-29,Sunday,Eggplant Parmesan,5,0
2024-12-29,Sunday,Pasta Primavera,5,0
2024-12-29,Sunday,Chicken Alfredo,5,0
2024-12-29,Sunday,Spaghetti Bolognese,6,0
2024-12-29,Sunday,Caesar Salad,6,0
2024-12-29,Sunday,Margherita Pizza,6,0
2024-12-29,Sunday,Chicken Curry,6,0
2024-12-29,Sunday,Grilled Salmon,6,0
2024-12-29,Sunday,Beef Burger,6,0
2024-12-29,Sunday,Vegan Wrap,6,0
2024-12-29,Sunday,Eggplant Parmesan,6,0
2024-12-29,Sunday,Pasta Primavera,6,0
2024-12-29,Sunday,Chicken Alfredo,6,0
2024-12-29,Sunday,Spaghetti Bolognese,7,0
2024-12-29,Sunday,Caesar Salad,7,0
2024-12-29,Sunday,Margherita Pizza,7,0
2024-12-29,Sunday,Chicken Curry,7,0
2024-12-29,Sunday,Grilled Salmon,7,0
2024-12-29,Sunday,Beef Burger,7,0
2024-12-29,Sunday,Vegan Wrap,7,0
2024-12-29,Sunday,Eggplant Parmesan,7,0
2024-12-29,Sunday,Pasta Primavera,7,0
2024-12-29,Sunday,Chicken Alfredo,7,0
2024-12-29,Sunday,Spaghetti Bolognese,8,0
2024-12-29,Sunday,Caesar Salad,8,0
2024-12-29,Sunday,Margherita Pizza,8,0
2024-12-29,Sunday,Chicken Curry,8,0
2024-12-29,Sunday,Grilled Salmon,8,0
2024-12-29,Sunday,Beef Burger,8,0
2024-12-29,Sunday,Vegan Wrap,8,0
2024-12-29,Sunday,Eggplant Parmesan,8,0
2024-12-29,Sunday,Pasta Primavera,8,0
2024-12-29,Sunday,Chicken Alfredo,8,0
2024-12-29,Sunday,Spaghetti Bolognese,9,2
2024-12-29,Sunday,Caesar Salad,9,5
2024-12-29,Sunday,Margherita Pizza,9,1
2024-12-29,Sunday,Chicken Curry,9,1
2024-12-29,Sunday,Grilled Salmon,9,1
2024-12-29,Sunday,Beef Burger,9,7
2024-12-29,Sunday,Vegan Wrap,9,8
2024-12-29,Sunday,Eggplant Parmesan,9,8
2024-12-29,Sunday,Pasta Primavera,9,3
2024-12-29,Sunday,Chicken Alfredo,9,6
2024-12-29,Sunday,Spaghetti Bolognese,10,3
2024-12-29,Sunday,Caesar Salad,10,7
2024-12-29,Sunday,Margherita Pizza,10,3
2024-12-29,Sunday,Chicken Curry,10,1
2024-12-29,Sunday,Grilled Salmon,10,5
2024-12-29,Sunday,Beef Burger,10,2
2024-12-29,Sunday,Vegan Wrap,10,2
2024-12-29,Sunday,Eggplant Parmesan,10,8
2024-12-29,Sunday,Pasta Primavera,10,4
2024-12-29,Sunday,Chicken Alfredo,10,2
2024-12-29,Sunday,Spaghetti Bolognese,11,7
2024-12-29,Sunday,Caesar Salad,11,6
2024-12-29,Sunday,Margherita Pizza,11,11
2024-12-29,Sunday,Chicken Curry,11,8
2024-12-29,Sunday,Grilled Salmon,11,12
2024-12-29,Sunday,Beef Burger,11,15
2024-12-29,Sunday,Vegan Wrap,11,16
2024-12-29,Sunday,Eggplant Parmesan,11,18
2024-12-29,Sunday,Pasta Primavera,11,6
2024-12-29,Sunday,Chicken Alfredo,11,15
2024-12-29,Sunday,Spaghetti Bolognese,12,15
2024-12-29,Sunday,Caesar Salad,12,16
