Date,Day,Hour,Dish,Amount
06/01/25,Monday,6,Sandwich,8
06/01/25,Monday,6,Soup,6
06/01/25,Monday,6,Sandwich,8
06/01/25,Monday,6,Tacos,6
06/01/25,Monday,7,Sandwich,4
06/01/25,Monday,7,Sandwich,0
06/01/25,Monday,7,Salad,9
06/01/25,Monday,7,Soup,3
06/01/25,Monday,7,Burger,4
06/01/25,Monday,8,Sandwich,4
06/01/25,Monday,8,Sushi,7
06/01/25,Monday,8,Salad,7
06/01/25,Monday,8,Sushi,9
06/01/25,Monday,8,Tacos,1
06/01/25,Monday,8,Soup,2
06/01/25,Monday,8,Sandwich,9
06/01/25,Monday,8,Tacos,2
06/01/25,Monday,9,Sandwich,6
06/01/25,Monday,9,Salad,9
06/01/25,Monday,9,Soup,5
06/01/25,Monday,10,Sandwich,8
06/01/25,Monday,10,Salad,10
06/01/25,Monday,10,Curry,4
06/01/25,Monday,10,Sandwich,6
06/01/25,Monday,11,Curry,6
06/01/25,Monday,11,Tacos,2
06/01/25,Monday,11,Sandwich,8
06/01/25,Monday,11,Sushi,4
06/01/25,Monday,12,Sandwich,0
06/01/25,Monday,12,Sandwich,4
06/01/25,Monday,12,Burger,4
06/01/25,Monday,12,Pizza,7
06/01/25,Monday,12,Pizza,3
06/01/25,Monday,12,Sushi,4
06/01/25,Monday,13,Sandwich,1
06/01/25,Monday,13,Sushi,7
06/01/25,Monday,13,Sandwich,5
06/01/25,Monday,13,Burger,2
06/01/25,Monday,13,Sushi,2
06/01/25,Monday,14,Soup,1
06/01/25,Monday,14,Soup,0
06/01/25,Monday,14,Curry,9
06/01/25,Monday,14,Sushi,8
06/01/25,Monday,14,Sandwich,2
06/01/25,Monday,14,Curry,6
06/01/25,Monday,14,Salad,7
06/01/25,Monday,14,Curry,1
06/01/25,Monday,15,Curry,7
06/01/25,Monday,15,Tacos,4
06/01/25,Monday,15,Sushi,4
06/01/25,Monday,15,Salad,7
06/01/25,Monday,15,Curry,4
06/01/25,Monday,15,Soup,0
06/01/25,Monday,15,Sushi,9
06/01/25,Monday,15,Sandwich,0
06/01/25,Monday,16,Curry,5
06/01/25,Monday,16,Curry,8
06/01/25,Monday,16,Sandwich,7
06/01/25,Monday,16,Salad,6
06/01/25,Monday,17,Soup,5
06/01/25,Monday,17,Sandwich,2
06/01/25,Monday,17,Sandwich,7
06/01/25,Monday,17,Sandwich,10
06/01/25,Monday,17,Curry,6
06/01/25,Monday,17,Sandwich,6
06/01/25,Monday,18,Sushi,6
06/01/25,Monday,18,Pizza,9
06/01/25,Monday,18,Sandwich,4
06/01/25,Monday,18,Sushi,6
06/01/25,Monday,18,Curry,10
06/01/25,Monday,18,Salad,9
06/01/25,Monday,19,Sandwich,9
06/01/25,Monday,19,Sushi,2
06/01/25,Monday,19,Pizza,1
06/01/25,Monday,20,Sandwich,4
06/01/25,Monday,20,Soup,3
06/01/25,Monday,20,Soup,1
06/01/25,Monday,20,Tacos,5
06/01/25,Monday,20,Tacos,0
06/01/25,Monday,20,Sandwich,8
06/01/25,Monday,20,Sandwich,0
06/01/25,Monday,20,Sandwich,4
06/01/25,Monday,21,Sushi,3
06/01/25,Monday,21,Burger,8
06/01/25,Monday,21,Curry,3
06/01/25,Monday,21,Soup,5
06/01/25,Monday,21,Soup,3
06/01/25,Monday,21,Tacos,9
06/01/25,Monday,21,Soup,0
06/01/25,Monday,22,Tacos,6
06/01/25,Monday,22,Pizza,7
06/01/25,Monday,22,Pizza,7
06/01/25,Monday,23,Salad,7
06/01/25,Monday,23,Sandwich,3
06/01/25,Monday,23,Curry,1
07/01/25,Tuesday,0,Sandwich,10
07/01/25,Tuesday,0,Sandwich,8
07/01/25,Tuesday,0,Burger,7
07/01/25,Tuesday,1,Curry,10
07/01/25,Tuesday,1,Curry,4
07/01/25,Tuesday,1,Pizza,7
07/01/25,Tuesday,1,Soup,0
07/01/25,Tuesday,1,Sandwich,5
07/01/25,Tuesday,1,Sandwich,9
07/01/25,Tuesday,2,Sandwich,1
07/01/25,Tuesday,2,Pizza,8
07/01/25,Tuesday,2,Sandwich,10
07/01/25,Tuesday,2,Tacos,5
07/01/25,Tuesday,2,Soup,6
07/01/25,Tuesday,3,Salad,0
07/01/25,Tuesday,3,Tacos,0
07/01/25,Tuesday,3,Pizza,1
07/01/25,Tuesday,3,Tacos,10
07/01/25,Tuesday,3,Salad,0
07/01/25,Tuesday,3,Curry,2
07/01/25,Tuesday,4,Sushi,8
07/01/25,Tuesday,4,Sandwich,0
07/01/25,Tuesday,4,Sandwich,0
07/01/25,Tuesday,4,Sandwich,2
07/01/25,Tuesday,4,Sandwich,8
07/01/25,Tuesday,5,Soup,5
07/01/25,Tuesday,5,Burger,7
07/01/25,Tuesday,5,Curry,4
07/01/25,Tuesday,5,Burger,10
07/01/25,Tuesday,5,Tacos,5
07/01/25,Tuesday,6,Soup,1
07/01/25,Tuesday,6,Soup,10
07/01/25,Tuesday,6,Sandwich,10
07/01/25,Tuesday,7,Sandwich,2
07/01/25,Tuesday,7,Sandwich,6
07/01/25,Tuesday,7,Salad,5
07/01/25,Tuesday,7,Sushi,2
07/01/25,Tuesday,7,Pizza,1
07/01/25,Tuesday,8,Tacos,10
07/01/25,Tuesday,8,Sandwich,10
07/01/25,Tuesday,8,Sandwich,3
07/01/25,Tuesday,8,Curry,0
07/01/25,Tuesday,8,Tacos,3
07/01/25,Tuesday,8,Curry,10
07/01/25,Tuesday,8,Sandwich,7
07/01/25,Tuesday,8,Sandwich,4
07/01/25,Tuesday,9,Soup,10
07/01/25,Tuesday,9,Sushi,9
07/01/25,Tuesday,9,Burger,7
07/01/25,Tuesday,10,Sandwich,8
07/01/25,Tuesday,10,Sandwich,9
07/01/25,Tuesday,10,Curry,2
07/01/25,Tuesday,10,Sandwich,2
07/01/25,Tuesday,10,Pizza,2
07/01/25,Tuesday,10,Sandwich,4
07/01/25,Tuesday,11,Sandwich,6
07/01/25,Tuesday,11,Tacos,1
07/01/25,Tuesday,11,Sushi,6
07/01/25,Tuesday,11,Curry,9
07/01/25,Tuesday,12,Curry,10
07/01/25,Tuesday,12,Sandwich,6
07/01/25,Tuesday,12,Pizza,10
07/01/25,Tuesday,12,Curry,6
07/01/25,Tuesday,12,Soup,3
07/01/25,Tuesday,12,Burger,8
07/01/25,Tuesday,13,Curry,5
07/01/25,Tuesday,13,Curry,9
07/01/25,Tuesday,13,Burger,7
07/01/25,Tuesday,14,Sandwich,5
07/01/25,Tuesday,14,Salad,8
07/01/25,Tuesday,14,Sandwich,2
07/01/25,Tuesday,14,Sushi,1
07/01/25,Tuesday,14,Sandwich,2
07/01/25,Tuesday,14,Burger,5
07/01/25,Tuesday,15,Curry,0
07/01/25,Tuesday,15,Sandwich,7
07/01/25,Tuesday,15,Sandwich,8
07/01/25,Tuesday,15,Sandwich,4
07/01/25,Tuesday,15,Sandwich,7
07/01/25,Tuesday,15,Pizza,9
07/01/25,Tuesday,16,Sandwich,4
07/01/25,Tuesday,16,Sandwich,3
07/01/25,Tuesday,16,Sushi,6
07/01/25,Tuesday,16,Salad,10
07/01/25,Tuesday,16,Soup,1
07/01/25,Tuesday,16,Salad,10
07/01/25,Tuesday,16,Tacos,9
07/01/25,Tuesday,16,Burger,10
07/01/25,Tuesday,17,Sandwich,1
07/01/25,Tuesday,17,Sandwich,4
07/01/25,Tuesday,17,Sandwich,6
07/01/25,Tuesday,17,Tacos,8
07/01/25,Tuesday,17,Soup,5
07/01/25,Tuesday,17,Tacos,6
07/01/25,Tuesday,17,Pizza,10
07/01/25,Tuesday,17,Sandwich,9
07/01/25,Tuesday,18,Sandwich,2
07/01/25,Tuesday,18,Sandwich,2
07/01/25,Tuesday,18,Soup,3
07/01/25,Tuesday,18,Burger,2
07/01/25,Tuesday,18,Sandwich,3
07/01/25,Tuesday,19,Burger,6
07/01/25,Tuesday,19,Soup,3
07/01/25,Tuesday,19,Sandwich,6
07/01/25,Tuesday,19,Sandwich,7
07/01/25,Tuesday,19,Salad,2
07/01/25,Tuesday,19,Salad,5
07/01/25,Tuesday,19,Sandwich,10
07/01/25,Tuesday,20,Sandwich,9
07/01/25,Tuesday,20,Sushi,7
07/01/25,Tuesday,20,Tacos,1
07/01/25,Tuesday,20,Soup,7
07/01/25,Tuesday,20,Sushi,4
07/01/25,Tuesday,20,Salad,4
07/01/25,Tuesday,20,Sandwich,9
07/01/25,Tuesday,20,Pizza,7
07/01/25,Tuesday,21,Curry,1
07/01/25,Tuesday,21,Curry,7
07/01/25,Tuesday,21,Sushi,5
07/01/25,Tuesday,22,Soup,5
07/01/25,Tuesday,22,Curry,7
07/01/25,Tuesday,22,Sandwich,2
07/01/25,Tuesday,22,Salad,2
07/01/25,Tuesday,22,Burger,6
07/01/25,Tuesday,23,Sandwich,7
07/01/25,Tuesday,23,Salad,10
07/01/25,Tuesday,23,Curry,3
07/01/25,Tuesday,23,Tacos,0
08/01/25,Wednesday,0,Burger,0
08/01/25,Wednesday,0,Salad,1
08/01/25,Wednesday,0,Sandwich,0
08/01/25,Wednesday,0,Tacos,5
08/01/25,Wednesday,0,Sushi,2
08/01/25,Wednesday,0,Sandwich,1
08/01/25,Wednesday,0,Sandwich,1
08/01/25,Wednesday,0,Curry,5
08/01/25,Wednesday,1,Pizza,3
08/01/25,Wednesday,1,Soup,10
08/01/25,Wednesday,1,Soup,8
08/01/25,Wednesday,1,Salad,5
08/01/25,Wednesday,2,Sandwich,0
08/01/25,Wednesday,2,Tacos,5
08/01/25,Wednesday,2,Salad,9
08/01/25,Wednesday,2,Curry,1
08/01/25,Wednesday,2,Tacos,7
08/01/25,Wednesday,2,Salad,7
08/01/25,Wednesday,2,Curry,10
08/01/25,Wednesday,2,Curry,7
08/01/25,Wednesday,3,Burger,8
08/01/25,Wednesday,3,Salad,1
08/01/25,Wednesday,3,Burger,10
08/01/25,Wednesday,3,Sushi,8
08/01/25,Wednesday,4,Sandwich,0
08/01/25,Wednesday,4,Sushi,9
08/01/25,Wednesday,4,Salad,2
08/01/25,Wednesday,4,Curry,10
08/01/25,Wednesday,4,Sushi,8
08/01/25,Wednesday,4,Soup,4
08/01/25,Wednesday,5,Pizza,3
08/01/25,Wednesday,5,Sandwich,4
08/01/25,Wednesday,5,Curry,1
08/01/25,Wednesday,5,Soup,4
08/01/25,Wednesday,5,Curry,6
08/01/25,Wednesday,6,Sushi,4
08/01/25,Wednesday,6,Sandwich,5
08/01/25,Wednesday,6,Sushi,2
08/01/25,Wednesday,7,Salad,3
08/01/25,Wednesday,7,Tacos,1
08/01/25,Wednesday,7,Sandwich,2
08/01/25,Wednesday,7,Sandwich,1
08/01/25,Wednesday,7,Burger,6
08/01/25,Wednesday,7,Sandwich,5
08/01/25,Wednesday,7,Burger,5
08/01/25,Wednesday,7,Soup,4
08/01/25,Wednesday,8,Soup,0
08/01/25,Wednesday,8,Tacos,2
08/01/25,Wednesday,8,Sandwich,7
08/01/25,Wednesday,8,Sushi,9
08/01/25,Wednesday,8,Sandwich,9
08/01/25,Wednesday,8,Curry,4
08/01/25,Wednesday,8,Sushi,7
08/01/25,Wednesday,9,Sandwich,0
08/01/25,Wednesday,9,Burger,2
08/01/25,Wednesday,9,Soup,2
08/01/25,Wednesday,9,Sandwich,10
08/01/25,Wednesday,9,Salad,3
08/01/25,Wednesday,9,Sandwich,8
08/01/25,Wednesday,9,Burger,7
08/01/25,Wednesday,9,Salad,6
08/01/25,Wednesday,10,Sandwich,1
08/01/25,Wednesday,10,Curry,7
08/01/25,Wednesday,10,Burger,0
08/01/25,Wednesday,11,Burger,6
08/01/25,Wednesday,11,Pizza,5
08/01/25,Wednesday,11,Sushi,7
08/01/25,Wednesday,12,Sushi,2
08/01/25,Wednesday,12,Burger,1
08/01/25,Wednesday,12,Burger,9
08/01/25,Wednesday,12,Soup,3
08/01/25,Wednesday,12,Tacos,3
08/01/25,Wednesday,12,Tacos,7
08/01/25,Wednesday,12,Curry,2
08/01/25,Wednesday,13,Soup,1
08/01/25,Wednesday,13,Curry,9
08/01/25,Wednesday,13,Tacos,0
08/01/25,Wednesday,13,Sandwich,4
08/01/25,Wednesday,13,Soup,10
08/01/25,Wednesday,13,Curry,0
08/01/25,Wednesday,13,Curry,5
08/01/25,Wednesday,13,Tacos,0
08/01/25,Wednesday,14,Salad,8
08/01/25,Wednesday,14,Salad,4
08/01/25,Wednesday,14,Burger,2
08/01/25,Wednesday,14,Curry,7
08/01/25,Wednesday,14,Sandwich,7
08/01/25,Wednesday,14,Curry,10
08/01/25,Wednesday,15,Pizza,2
08/01/25,Wednesday,15,Sandwich,2
08/01/25,Wednesday,15,Sushi,5
08/01/25,Wednesday,15,Soup,5
08/01/25,Wednesday,15,Sandwich,1
08/01/25,Wednesday,15,Sandwich,0
08/01/25,Wednesday,16,Sushi,10
08/01/25,Wednesday,16,Tacos,6
08/01/25,Wednesday,16,Tacos,8
08/01/25,Wednesday,16,Sushi,3
08/01/25,Wednesday,16,Pizza,1
08/01/25,Wednesday,16,Sandwich,7
08/01/25,Wednesday,16,Sushi,10
08/01/25,Wednesday,16,Pizza,0
08/01/25,Wednesday,17,Pizza,0
08/01/25,Wednesday,17,Pizza,3
08/01/25,Wednesday,17,Soup,4
08/01/25,Wednesday,17,Sushi,8
08/01/25,Wednesday,18,Pizza,8
08/01/25,Wednesday,18,Burger,1
08/01/25,Wednesday,18,Salad,5
08/01/25,Wednesday,18,Tacos,6
08/01/25,Wednesday,18,Curry,8
08/01/25,Wednesday,18,Sandwich,5
08/01/25,Wednesday,18,Tacos,10
08/01/25,Wednesday,19,Tacos,0
08/01/25,Wednesday,19,Pizza,7
08/01/25,Wednesday,19,Salad,6
08/01/25,Wednesday,19,Curry,6
08/01/25,Wednesday,20,Sandwich,4
08/01/25,Wednesday,20,Sandwich,2
08/01/25,Wednesday,20,Soup,6
08/01/25,Wednesday,20,Pizza,2
08/01/25,Wednesday,20,Tacos,6
08/01/25,Wednesday,20,Curry,10
08/01/25,Wednesday,21,Salad,5
08/01/25,Wednesday,21,Tacos,2
08/01/25,Wednesday,21,Sandwich,9
08/01/25,Wednesday,21,Soup,6
08/01/25,Wednesday,21,Sandwich,10
08/01/25,Wednesday,21,Sandwich,0
08/01/25,Wednesday,22,Sandwich,1
08/01/25,Wednesday,22,Curry,5
08/01/25,Wednesday,22,Pizza,3
08/01/25,Wednesday,22,Sandwich,7
08/01/25,Wednesday,22,Tacos,5
08/01/25,Wednesday,22,Salad,1
08/01/25,Wednesday,23,Salad,10
08/01/25,Wednesday,23,Pizza,3
08/01/25,Wednesday,23,Burger,0
08/01/25,Wednesday,23,Soup,10
08/01/25,Wednesday,23,Salad,2
08/01/25,Wednesday,23,Sandwich,10
08/01/25,Wednesday,23,Sandwich,10
09/01/25,Thursday,0,Burger,6
09/01/25,Thursday,0,Sandwich,8
09/01/25,Thursday,0,Sushi,9
09/01/25,Thursday,1,Tacos,4
09/01/25,Thursday,1,Burger,7
09/01/25,Thursday,1,Sandwich,1
09/01/25,Thursday,2,Pizza,9
09/01/25,Thursday,2,Burger,10
09/01/25,Thursday,2,Sandwich,10
09/01/25,Thursday,2,Sandwich,2
09/01/25,Thursday,2,Sandwich,4
09/01/25,Thursday,2,Tacos,10
09/01/25,Thursday,3,Sandwich,5
09/01/25,Thursday,3,Tacos,6
09/01/25,Thursday,3,Soup,9
09/01/25,Thursday,3,Tacos,2
09/01/25,Thursday,3,Burger,5
09/01/25,Thursday,3,Sushi,1
09/01/25,Thursday,3,Sandwich,4
09/01/25,Thursday,3,Burger,1
09/01/25,Thursday,4,Curry,4
09/01/25,Thursday,4,Sushi,0
09/01/25,Thursday,4,Soup,10
09/01/25,Thursday,4,Soup,1
09/01/25,Thursday,4,Sandwich,0
09/01/25,Thursday,4,Curry,5
09/01/25,Thursday,5,Tacos,6
09/01/25,Thursday,5,Salad,5
09/01/25,Thursday,5,Sandwich,0
09/01/25,Thursday,5,Curry,3
09/01/25,Thursday,6,Soup,7
09/01/25,Thursday,6,Tacos,6
09/01/25,Thursday,6,Salad,7
09/01/25,Thursday,6,Curry,3
09/01/25,Thursday,6,Sandwich,6
09/01/25,Thursday,6,Sandwich,10
09/01/25,Thursday,6,Burger,2
09/01/25,Thursday,6,Soup,5
09/01/25,Thursday,7,Sandwich,8
09/01/25,Thursday,7,Tacos,4
09/01/25,Thursday,7,Sushi,10
09/01/25,Thursday,7,Burger,10
09/01/25,Thursday,7,Burger,6
09/01/25,Thursday,8,Curry,1
09/01/25,Thursday,8,Burger,2
09/01/25,Thursday,8,Salad,8
09/01/25,Thursday,8,Sandwich,9
09/01/25,Thursday,8,Tacos,2
09/01/25,Thursday,8,Curry,4
09/01/25,Thursday,8,Curry,0
09/01/25,Thursday,9,Curry,7
09/01/25,Thursday,9,Soup,8
09/01/25,Thursday,9,Sandwich,3
09/01/25,Thursday,9,Sushi,6
09/01/25,Thursday,9,Tacos,0
09/01/25,Thursday,10,Sandwich,0
09/01/25,Thursday,10,Burger,0
09/01/25,Thursday,10,Burger,8
09/01/25,Thursday,10,Salad,2
09/01/25,Thursday,10,Pizza,2
09/01/25,Thursday,10,Sandwich,9
09/01/25,Thursday,11,Pizza,6
09/01/25,Thursday,11,Sandwich,2
09/01/25,Thursday,11,Sandwich,5
09/01/25,Thursday,11,Tacos,6
09/01/25,Thursday,11,Curry,10
09/01/25,Thursday,11,Sandwich,8
09/01/25,Thursday,11,Sandwich,4
09/01/25,Thursday,12,Curry,5
09/01/25,Thursday,12,Sushi,9
09/01/25,Thursday,12,Pizza,5
09/01/25,Thursday,13,Salad,5
09/01/25,Thursday,13,Tacos,3
09/01/25,Thursday,13,Burger,9
09/01/25,Thursday,13,Soup,3
09/01/25,Thursday,14,Sandwich,10
09/01/25,Thursday,14,Sandwich,3
09/01/25,Thursday,14,Sandwich,8
09/01/25,Thursday,15,Soup,4
09/01/25,Thursday,15,Soup,2
09/01/25,Thursday,15,Burger,6
09/01/25,Thursday,16,Sushi,9
09/01/25,Thursday,16,Sandwich,8
09/01/25,Thursday,16,Tacos,7
09/01/25,Thursday,16,Soup,2
09/01/25,Thursday,16,Burger,4
09/01/25,Thursday,16,Salad,10
09/01/25,Thursday,16,Sandwich,7
09/01/25,Thursday,17,Sandwich,6
09/01/25,Thursday,17,Sushi,4
09/01/25,Thursday,17,Curry,2
09/01/25,Thursday,17,Sandwich,8
09/01/25,Thursday,17,Sandwich,7
09/01/25,Thursday,17,Sandwich,0
09/01/25,Thursday,17,Sushi,0
09/01/25,Thursday,17,Tacos,5
09/01/25,Thursday,18,Pizza,9
09/01/25,Thursday,18,Salad,10
09/01/25,Thursday,18,Sandwich,6
09/01/25,Thursday,18,Sandwich,9
09/01/25,Thursday,18,Pizza,0
09/01/25,Thursday,18,Sushi,10
09/01/25,Thursday,18,Sandwich,0
09/01/25,Thursday,18,Salad,5
09/01/25,Thursday,19,Sandwich,3
09/01/25,Thursday,19,Sandwich,6
09/01/25,Thursday,19,Sandwich,0
09/01/25,Thursday,20,Salad,3
09/01/25,Thursday,20,Sandwich,3
09/01/25,Thursday,20,Soup,9
09/01/25,Thursday,20,Soup,0
09/01/25,Thursday,21,Burger,10
09/01/25,Thursday,21,Soup,8
09/01/25,Thursday,21,Curry,5
09/01/25,Thursday,21,Burger,0
09/01/25,Thursday,21,Sandwich,7
09/01/25,Thursday,21,Burger,1
09/01/25,Thursday,21,Sushi,9
09/01/25,Thursday,22,Salad,9
09/01/25,Thursday,22,Soup,5
09/01/25,Thursday,22,Salad,3
09/01/25,Thursday,22,Burger,10
09/01/25,Thursday,22,Soup,1
09/01/25,Thursday,23,Burger,8
09/01/25,Thursday,23,Pizza,7
09/01/25,Thursday,23,Curry,6
09/01/25,Thursday,23,Tacos,10
09/01/25,Thursday,23,Burger,0
09/01/25,Thursday,23,Sushi,0
09/01/25,Thursday,23,Sandwich,4
09/01/25,Thursday,23,Sandwich,1
10/01/25,Friday,0,Pizza,3
10/01/25,Friday,0,Sandwich,3
10/01/25,Friday,0,Salad,2
10/01/25,Friday,0,Pizza,5
10/01/25,Friday,0,Burger,10
10/01/25,Friday,0,Tacos,4
10/01/25,Friday,0,Soup,1
10/01/25,Friday,1,Sandwich,8
10/01/25,Friday,1,Burger,4
10/01/25,Friday,1,Sandwich,9
10/01/25,Friday,2,Sushi,8
10/01/25,Friday,2,Tacos,5
10/01/25,Friday,2,Burger,8
10/01/25,Friday,2,Pizza,9
10/01/25,Friday,2,Curry,8
10/01/25,Friday,2,Curry,8
10/01/25,Friday,2,Soup,0
10/01/25,Friday,3,Curry,1
10/01/25,Friday,3,Sushi,5
10/01/25,Friday,3,Burger,1
10/01/25,Friday,3,Soup,4
10/01/25,Friday,3,Soup,2
10/01/25,Friday,3,Sandwich,9
10/01/25,Friday,4,Pizza,4
10/01/25,Friday,4,Sandwich,5
10/01/25,Friday,4,Tacos,1
10/01/25,Friday,4,Sushi,0
10/01/25,Friday,4,Salad,7
10/01/25,Friday,4,Burger,2
10/01/25,Friday,4,Sandwich,6
10/01/25,Friday,4,Sandwich,6
10/01/25,Friday,5,Sandwich,6
10/01/25,Friday,5,Pizza,8
10/01/25,Friday,5,Sushi,3
10/01/25,Friday,5,Soup,2
10/01/25,Friday,5,Salad,9
10/01/25,Friday,5,Sushi,5
10/01/25,Friday,5,Sandwich,5
10/01/25,Friday,6,Sandwich,2
10/01/25,Friday,6,Sandwich,8
10/01/25,Friday,6,Sandwich,9
10/01/25,Friday,6,Burger,2
10/01/25,Friday,6,Sandwich,9
10/01/25,Friday,6,Sushi,1
10/01/25,Friday,6,Soup,2
10/01/25,Friday,6,Sandwich,8
10/01/25,Friday,7,Tacos,8
10/01/25,Friday,7,Soup,3
10/01/25,Friday,7,Sandwich,0
10/01/25,Friday,7,Burger,9
10/01/25,Friday,7,Sandwich,10
10/01/25,Friday,8,Pizza,8
10/01/25,Friday,8,Salad,1
10/01/25,Friday,8,Salad,1
10/01/25,Friday,8,Soup,10
10/01/25,Friday,8,Burger,2
10/01/25,Friday,9,Tacos,0
10/01/25,Friday,9,Curry,0
10/01/25,Friday,9,Sandwich,6
10/01/25,Friday,9,Salad,0
10/01/25,Friday,9,Pizza,6
10/01/25,Friday,9,Salad,4
10/01/25,Friday,9,Tacos,1
10/01/25,Friday,10,Sushi,1
10/01/25,Friday,10,Burger,6
10/01/25,Friday,10,Burger,0
10/01/25,Friday,10,Sandwich,3
10/01/25,Friday,11,Curry,9
10/01/25,Friday,11,Sandwich,0
10/01/25,Friday,11,Soup,3
10/01/25,Friday,12,Soup,10
10/01/25,Friday,12,Sandwich,1
10/01/25,Friday,12,Sandwich,5
10/01/25,Friday,13,Curry,0
10/01/25,Friday,13,Soup,5
10/01/25,Friday,13,Burger,8
10/01/25,Friday,14,Tacos,6
10/01/25,Friday,14,Sandwich,4
10/01/25,Friday,14,Salad,2
10/01/25,Friday,14,Burger,8
10/01/25,Friday,15,Sandwich,4
10/01/25,Friday,15,Sushi,3
10/01/25,Friday,15,Pizza,8
10/01/25,Friday,15,Pizza,8
10/01/25,Friday,15,Sushi,2
10/01/25,Friday,15,Sandwich,5
10/01/25,Friday,15,Salad,5
10/01/25,Friday,15,Soup,4
10/01/25,Friday,16,Tacos,4
10/01/25,Friday,16,Soup,3
10/01/25,Friday,16,Curry,4
10/01/25,Friday,16,Sandwich,10
10/01/25,Friday,16,Tacos,9
10/01/25,Friday,17,Pizza,10
10/01/25,Friday,17,Burger,9
10/01/25,Friday,17,Sandwich,9
10/01/25,Friday,17,Pizza,10
10/01/25,Friday,17,Sandwich,10
10/01/25,Friday,17,Sushi,9
10/01/25,Friday,17,Salad,1
10/01/25,Friday,17,Sushi,8
10/01/25,Friday,18,Soup,5
10/01/25,Friday,18,Sandwich,8
10/01/25,Friday,18,Sandwich,2
10/01/25,Friday,18,Pizza,7
10/01/25,Friday,18,Curry,4
10/01/25,Friday,18,Salad,7
10/01/25,Friday,18,Sandwich,9
10/01/25,Friday,18,Pizza,0
10/01/25,Friday,19,Soup,0
10/01/25,Friday,19,Soup,8
10/01/25,Friday,19,Burger,5
10/01/25,Friday,19,Sushi,9
10/01/25,Friday,19,Tacos,7
10/01/25,Friday,19,Sandwich,0
10/01/25,Friday,19,Sandwich,2
10/01/25,Friday,19,Sushi,8
10/01/25,Friday,20,Curry,0
10/01/25,Friday,20,Pizza,10
10/01/25,Friday,20,Pizza,10
10/01/25,Friday,21,Sushi,8
10/01/25,Friday,21,Burger,9
10/01/25,Friday,21,Soup,0
10/01/25,Friday,21,Salad,4
10/01/25,Friday,21,Sandwich,0
10/01/25,Friday,22,Curry,3
10/01/25,Friday,22,Burger,5
10/01/25,Friday,22,Sandwich,9
10/01/25,Friday,22,Sandwich,9
10/01/25,Friday,22,Sandwich,5
10/01/25,Friday,22,Pizza,4
10/01/25,Friday,23,Burger,1
10/01/25,Friday,23,Sandwich,9
10/01/25,Friday,23,Sandwich,9
10/01/25,Friday,23,Burger,5
10/01/25,Friday,23,Burger,4
10/01/25,Friday,23,Salad,9
10/01/25,Friday,23,Burger,5
10/01/25,Friday,23,Sandwich,3
11/01/25,Saturday,0,Sushi,7
11/01/25,Saturday,0,Curry,10
11/01/25,Saturday,0,Tacos,6
11/01/25,Saturday,0,Sandwich,5
11/01/25,Saturday,0,Tacos,0
11/01/25,Saturday,0,Sandwich,3
11/01/25,Saturday,0,Pizza,5
11/01/25,Saturday,1,Sandwich,10
11/01/25,Saturday,1,Salad,2
11/01/25,Saturday,1,Soup,5
11/01/25,Saturday,1,Salad,1
11/01/25,Saturday,1,Curry,4
11/01/25,Saturday,2,Sushi,3
11/01/25,Saturday,2,Pizza,2
11/01/25,Saturday,2,Burger,9
11/01/25,Saturday,2,Tacos,3
11/01/25,Saturday,2,Sandwich,4
11/01/25,Saturday,2,Sandwich,7
11/01/25,Saturday,2,Sandwich,0
11/01/25,Saturday,3,Burger,6
11/01/25,Saturday,3,Sandwich,6
11/01/25,Saturday,3,Tacos,3
11/01/25,Saturday,3,Sushi,6
11/01/25,Saturday,3,Soup,6
11/01/25,Saturday,3,Sandwich,5
11/01/25,Saturday,4,Soup,6
11/01/25,Saturday,4,Tacos,0
11/01/25,Saturday,4,Sandwich,0
11/01/25,Saturday,5,Salad,5
11/01/25,Saturday,5,Salad,3
11/01/25,Saturday,5,Sandwich,2
11/01/25,Saturday,5,Sandwich,2
11/01/25,Saturday,5,Sandwich,7
11/01/25,Saturday,6,Sandwich,5
11/01/25,Saturday,6,Salad,8
11/01/25,Saturday,6,Burger,7
11/01/25,Saturday,6,Salad,10
11/01/25,Saturday,6,Sushi,8
11/01/25,Saturday,6,Sandwich,1
11/01/25,Saturday,7,Sandwich,2
11/01/25,Saturday,7,Pizza,6
11/01/25,Saturday,7,Sandwich,2
11/01/25,Saturday,7,Sandwich,7
11/01/25,Saturday,7,Tacos,1
11/01/25,Saturday,8,Sushi,0
11/01/25,Saturday,8,Sushi,1
11/01/25,Saturday,8,Tacos,9
11/01/25,Saturday,8,Sandwich,9
11/01/25,Saturday,8,Sandwich,1
11/01/25,Saturday,8,Sandwich,0
11/01/25,Saturday,9,Curry,8
11/01/25,Saturday,9,Tacos,5
11/01/25,Saturday,9,Salad,5
11/01/25,Saturday,9,Salad,2
11/01/25,Saturday,9,Soup,1
11/01/25,Saturday,9,Tacos,4
11/01/25,Saturday,9,Burger,8
11/01/25,Saturday,10,Salad,4
11/01/25,Saturday,10,Sandwich,1
11/01/25,Saturday,10,Sandwich,0
11/01/25,Saturday,10,Curry,7
11/01/25,Saturday,11,Soup,0
11/01/25,Saturday,11,Tacos,0
11/01/25,Saturday,11,Burger,6
11/01/25,Saturday,12,Burger,5
11/01/25,Saturday,12,Pizza,5
11/01/25,Saturday,12,Salad,8
